vertex1,vertex2
6580061,2872303
1506594,2170110
1830537,1973132
4637992,5600254
1601782,3470733
5721984,4534826
3895496,3321756
5725967,634192
523789,4707329
620882,5576849
1074684,1806902
1987510,158326
1493432,842904
3792598,2960328
5078867,5453911
3160263,4922942
5528532,4451805
4936230,2168636
4116529,3889934
5474722,2863924
5465030,342629
1089493,4065374
170724,3868007
5725967,1611019
5078867,2149913
5086541,5778163
3792598,2954893
4049134,1526382
1430229,4143655
4036258,5507492
1711552,4251079
5338160,5221243
3987138,3029022
39404,5150205
812953,3370108
4049134,5076066
1493432,2180977
6470211,420405
1749171,370181
1749171,2180977
3382618,5542394
6177957,5164158
4116529,3910287
4375826,5631349
2791716,5756365
3467256,3955743
4771220,370181
6321633,5763837
2202359,3871658
2552613,4417132
235346,64462
965699,1611120
3455688,2253253
4831089,2967408
5608660,3427420
467293,1835384
2675561,5599855
3160263,6212636
5264689,5622785
5264689,6018738
3631244,4306259
4581819,835738
1987510,5933345
2355540,4153561
5725967,1028282
2490740,1772281
4799136,3415799
3802490,3747453
4116529,2115114
728419,56621
6382007,2091918
39404,2627359
4510067,6190962
5447461,895665
3150711,1493432
39404,3052611
5264689,628797
1975742,3150711
233298,370181
1722960,5600254
421447,3916284
396857,2442949
6580061,746810
1601782,3898884
1975742,4261316
483785,3331324
5569339,4044296
3373875,3889557
5819148,2800700
2251131,1089612
1495109,6234288
4258403,6418945
3984340,1914568
4821950,725503
4234725,5923422
5600254,3101833
564562,390504
4280405,4425105
5478595,4734122
1749171,3150711
4322253,6617959
5725967,4001214
2469248,1834721
613757,3435409
6204376,3025099
4317547,1151508
339012,1172898
5086541,6191707
6381914,1974025
5770564,4142136
233298,1493432
5995407,6052939
1601782,854788
5447461,5244871
3984340,505187
2442949,5608944
6469366,378624
1430229,4145000
6306217,5214969
3413940,2546336
4635998,5298786
1975742,4138638
3034732,3118932
342065,3165163
4280405,238001
6299248,3828414
4267141,3271946
4286334,979804
427700,1099388
4912327,4391795
2571570,6039777
6321633,4309023
4049134,5389409
5608660,1096986
5800828,503937
60683,3699417
235346,2887092
1551142,3379288
4074241,4687285
2976925,2611270
4375826,2186180
598498,3565386
5447461,2759262
342065,4034802
5086541,4024944
5725967,2044905
4036258,3969678
1749171,842904
3802490,5495035
233298,2180977
348696,1956681
6293865,6321732
4936230,1650537
5086541,2478487
5264689,6579943
5264689,2667118
6156590,137089
6321633,3649863
5415413,3993263
207507,308695
4648474,862749
4432380,2468548
4217392,5773029
39404,5496566
5076066,1526382
2791716,179136
1526382,4248485
1601782,5912721
4036258,1717617
4581819,2804175
3202895,3891170
3160263,444126
3631244,6112199
1601782,750397
1962669,2049287
4250904,5775608
3909031,6466913
5886580,4992024
6321633,3790947
3413940,4274154
976914,970500
6507117,2707075
421447,568100
1493432,4261316
1852520,5214514
1222652,4443214
1506594,6345395
1864114,381873
421447,2377318
2283275,3741495
6307846,5481565
1545922,6023927
4038027,4961328
1594929,2958661
5721984,1271838
4771220,2180977
5583482,388505
2180977,4261316
3645397,1059607
5086541,5841301
2469248,4961081
3576913,4685761
4116529,6154331
1448763,1081180
5086541,3536053
4587575,3289560
5842909,4500901
1225171,6431626
421447,3169417
4116529,3196529
6470211,6068613
3689093,3457540
878508,1083180
2316029,4670338
2490740,4474298
4116529,3479641
60683,1948081
3150711,370181
6321633,2765722
3413940,5724013
6156590,1638581
4936230,2399314
421447,453980
6381914,1844533
39404,3386412
39404,4825056
2552613,5160614
3984340,4855629
3373875,984922
6148689,1593054
5867390,5809995
4375826,404134
2490740,5773304
842904,370181
4482962,1136995
6204376,6365341
6204376,3052280
1168036,5272684
1028140,4374953
3373875,3410949
2070758,4653791
4935249,2932551
39404,837790
3987138,5172559
60683,5547392
3373875,1481040
3160263,1531682
348696,943221
1749171,233298
2403907,1328381
4116529,2884068
1713484,999642
5569339,1544560
728419,880273
239355,5788922
728419,3162138
3794139,2377318
3373875,531273
3160263,3939228
4049134,2163964
812953,3246043
4456593,5410789
4151197,46390
66000,2120644
5865045,3301728
3924456,1077806
2338411,5364197
5076066,4248485
4036258,6359418
4799136,5248820
6373900,4841886
1230576,2094344
415170,5543951
2740677,2568797
1366094,148495
4217392,5397464
4138244,3082411
820637,4538027
1839797,6083351
3477566,235327
1089493,638198
904075,5734327
4821950,5761365
1349139,4355514
1136882,5039142
1864114,2747635
2296185,1859427
5444036,4598143
6580061,5021163
4126424,1964860
4710078,5349476
628797,5421757
4637992,3101833
4116529,56854
39404,2859295
2623007,4477526
3455688,4198027
5523553,804150
3150711,2180977
1638581,4385658
39404,3373724
3160263,5653634
5264689,3351110
4267141,712595
5249827,5511813
39404,3487238
39404,1429614
1601782,5357135
357808,907675
3373875,2983439
5995407,1266706
1054201,5882920
4799136,4750195
5495246,5997996
1864114,4098923
4258403,6191335
1717651,248277
4280405,2501249
2070758,1285666
1050162,2382372
4510067,6583356
3373875,5832208
4280405,4850967
1164324,3791477
4936230,1264214
3382618,6355322
1074684,786720
4036258,1945706
4317547,1618955
4116529,4181602
1601782,4507397
5480544,5907433
4482962,3529282
5725967,4979381
3590070,4100933
598498,6192003
4049134,2357394
5725967,6331727
1729021,4441949
5032953,2147649
5725967,5587128
6585119,5214514
2545879,2420864
3171541,5755552
5264689,1816866
370181,4261316
3802490,841346
2582357,4229628
2328115,6357105
1559813,579463
3160263,6126116
58988,4134265
5997198,6032248
4928484,4824610
4970261,6527172
1189589,4278836
4928651,1657971
2594159,539909
32815,6383191
663394,4248485
4116529,376020
2940203,2469248
3382618,3774900
2490740,4840645
378271,6163154
4036258,1799689
4922942,4886779
5389446,3504024
5306482,2983725
4482962,5869234
5902146,584598
1962669,1231784
4049134,663394
2740677,4879576
3467256,6235701
1975742,6151022
5240493,4733655
1225171,2071497
6585119,6304355
4510067,4996301
523789,5503627
2887948,6172256
1975742,4534966
6156590,403163
6381914,6525957
1713484,3994447
3492322,4366614
4089154,3652738
3413940,5010109
1230576,2257661
965699,1387820
1054201,5150134
5253655,4374867
3373875,6007109
2564592,2990285
5687115,2703030
5135473,6584323
4036258,6294762
2202359,3753395
4049134,5856840
1601782,4795889
457259,3340140
4949158,5410300
4447615,5034822
4116529,1343989
2594159,4103382
2107424,1984838
6307846,23940
1222652,1789348
4525783,6048184
5253655,5428052
4089154,4265361
1852520,6304355
4116529,1774952
5578409,3228282
1962669,5609152
2582357,1806027
2010805,6580273
3946187,853085
2595997,3308028
1574447,4267436
5569339,2212571
6470211,4863256
1852520,3734429
3576913,239464
4667873,478200
2296185,3618707
6321633,6160490
1559813,6450994
2118187,2069183
1713484,4274154
3811407,5273465
5316258,2280381
2718780,455506
3916284,3794139
1864114,4895112
3373875,3682939
1987510,1551526
1856079,4852855
1262315,2437114
5135473,562207
613757,5996458
1864114,1902824
1927684,3045376
5496566,6005375
1839797,2601186
6321633,667185
1975742,6531948
630481,2630153
4322253,4732944
2436444,5941930
5264689,986271
3321415,2427820
6382007,4024944
4049134,6312207
4630497,3849688
5523553,5847048
6112331,4574037
5078867,4697263
142595,4538049
6321633,1071364
5308099,2491993
271106,2671707
5444036,3758884
2527374,6422250
3738107,2029003
3895496,6391199
39404,4062891
2582357,426211
6507117,118502
2180977,842904
3160263,44223
2456574,4036258
233298,3150711
4258403,414600
5389446,5818980
1839797,5440554
6156590,5275255
233298,842904
3631244,573850
2436444,4409533
5264689,4149859
5947573,4773539
2654679,4977014
3433697,1929680
2740677,6473061
1599116,2851003
3797119,2091918
421447,3795598
5704189,3654028
5338160,3999555
3866803,4716290
2490740,4790288
467293,4210878
1054201,548623
3811407,2691267
2157805,2164583
5517262,2814527
3004312,4104582
714987,3828414
3919896,3415799
2436444,4528680
3811407,3325707
4667873,851694
378271,4512753
3811376,6585119
2582357,1833587
6507117,1227518
4510553,4112684
6131168,6565486
4089154,4204573
339012,6594486
3866803,5286622
3837956,1893674
3225293,3929687
1156993,3052280
39404,5951752
984802,1175303
3802490,1923677
1864114,1286598
5426705,4265843
5240493,6433178
6580061,588107
5419287,4437833
4280405,533603
4258403,4510637
3533330,762687
3373875,3643327
4322253,4296019
1493432,6531948
5078867,2406527
250453,5978251
2743342,2706442
2791716,383493
2469248,3913308
3890223,1879596
728419,1671985
2740677,5188990
2990828,2924849
2185285,748965
5026455,1101831
6145238,4042432
1507664,2403209
806171,1150046
4771220,1749171
3477566,1773527
5291642,5753290
3833627,587837
3373875,1615576
2070758,5387495
2571570,2366109
3802490,6219320
6156590,1991621
2718780,4004058
880273,1544560
1601782,3123475
3802490,1665403
4036258,4051523
5725967,5471360
6321078,2382372
2571570,5421757
6151022,1493432
976914,5864781
728419,2662724
6103941,1628777
2328115,3082708
3160263,3824602
348696,4492590
5704189,4800552
2070758,1311476
360347,3220820
4587575,4978152
5380200,1767723
39404,5669327
3225293,1270697
4049134,5471363
4248485,5389409
6151022,370181
6293865,116813
2814320,412113
5338160,2931835
965699,1248275
1250257,595952
3069777,5135079
6022108,6190962
728419,403076
3533330,4054042
3984340,4181177
5086541,3521861
3160263,3485967
3160263,5299745
2296185,4002655
2791716,1096988
5886580,6199231
5290577,3759755
3802490,3274837
3413940,4604564
4136168,4794953
239355,1406529
1328376,872810
6322738,1096259
2051130,3959935
4991142,4259849
6165279,2121865
3257041,782694
1968501,1413412
1491039,1462658
3382618,1350393
1864114,4634710
421447,987086
1599116,1769933
5447461,2086648
1975742,518189
6083051,91833
2527374,5241407
2791716,3638631
3345760,2465968
6151022,233298
60683,419972
6299248,4042236
5086541,4255903
2761458,3734429
4697485,4926412
2436444,2548311
4306259,6112199
2785774,3001239
4936230,5823790
516962,6173694
3413940,1538922
3382618,1319184
2357394,5076066
6204376,1554031
3413940,3994447
2699007,5124192
1089493,5543121
3042349,5946517
1230576,3722572
5478595,4009061
6382007,2478487
5447461,3878684
1267301,6352851
5947573,6228382
4978869,2658634
2594159,5513877
6307846,350220
1156993,1554031
5945854,2068585
1601782,3533101
3797119,6382007
4116529,3477761
2118187,3052837
3160263,5697810
1830537,2862195
1601782,4923745
4187324,922708
1830537,899505
6299248,4100933
5725967,6294333
2436444,1591803
3150711,842904
1722960,3101833
2070758,4996958
4036258,1882714
562207,6584323
1968929,6421564
2283275,2911694
6151022,2180977
1230576,4237870
1834721,5483374
728419,1490688
6010160,1164324
6010160,3791477
965699,6294376
1975742,4236888
2357394,4248485
3812956,4859127
4250904,635766
2328115,1170643
3987138,5229503
2138012,3225361
3323759,4800104
6350683,5867386
5115380,3552670
5686353,6076184
3889934,6154331
4049134,3930480
4269944,1098657
1975742,1607488
4474298,4840645
671865,3448035
1968929,477432
672647,2100553
5135473,20639
5196379,3578630
2118187,1864401
4265843,3828025
158326,5933345
1089493,1741877
2761881,3952240
3373875,5728953
4780063,3231684
5291642,3003545
6032325,6146426
3645397,5268251
253926,2998879
6307846,1771491
4799136,4199033
421447,3206844
5945854,213173
3812956,3207870
5552190,979804
6299248,3795974
3467256,1955016
1852520,160330
4935249,4715516
2163964,4248485
2283275,3649224
1807836,1361941
509168,4421832
671865,717882
5086541,2077649
1830537,5153581
3117553,3767276
3467256,5617758
4267141,6549643
5306482,1516631
3373875,2321439
4116529,4222633
1328376,763334
6470211,3370178
370181,6531948
4217392,4321078
880273,56621
3160263,2459748
421447,5085293
5578409,5415285
60683,2000809
1712010,3318278
714987,5695047
4116529,3472228
1520542,2420864
3160263,3952634
347920,370181
659565,6470211
1929184,3565386
4715516,2932551
2594159,4399260
4796109,4934844
3020331,4859429
6335150,3867541
4154948,2936180
3067341,3983280
2444898,4765162
4116529,1344715
6307846,5101074
1601782,5948932
3590070,3828414
4065374,638198
6177957,1898223
1559813,2374668
2107424,5411574
4280405,6158232
1749171,6151022
1987510,2253818
3984340,6551313
728419,669912
3029022,2176972
457428,6207676
457428,819979
3987138,2723103
4280405,1925
3373875,4808250
671865,6122669
3409772,1076121
2476009,1156993
2097627,528224
3890223,1030953
4509608,876987
1852520,3811376
728419,5627791
1349139,1870822
1839797,5732984
4322253,5648697
5569339,403076
3837956,2172696
3413940,4176906
598498,3919885
2603908,3953861
671865,3141893
5253655,4997324
1830537,669478
2791716,6140438
1749171,6531948
1430229,2844367
6207676,819979
3837956,3517642
3689093,5525058
6163541,370181
5581055,2536996
2070758,3220912
4375826,598480
3889934,2884068
3856016,3160263
4036258,2049616
3811376,5214514
3811376,6304355
1493432,4236888
6293865,2165569
5569339,56621
3919896,4750195
1340215,6299248
4821950,4415726
2791716,6281440
2028080,3322454
2355540,3133365
5253655,2483338
2253818,5933345
5517262,5843038
5517262,2663054
3403393,2141807
2442949,1826859
1975742,347920
2552613,300055
226545,1605476
4187324,3647338
3828414,4042236
1546330,5847707
4482962,700176
4660973,2562993
2154587,376561
996158,3127912
6010160,4506013
3734429,5214514
2157805,4238415
613757,3014251
2791716,5995014
5523553,5486148
2357394,1526382
5426705,3828025
378271,5555613
250453,6229008
3741495,4275893
483785,2663054
4116529,1002439
4275893,3762185
4799136,3767597
4065374,1741877
1481040,3734429
4831089,1601910
1768780,2054328
820637,5769161
518189,1493432
4414161,3451724
1222652,5450087
348696,3887955
1864114,1840685
160330,6304355
1749171,4261316
4670338,4214601
4698235,3464256
728095,728114
3946187,4196601
23142,4365062
2625018,670419
714987,5943262
1493432,4534966
1830537,4139430
5253655,1994775
3160263,4923176
6580061,4254
1601782,1390290
2604531,1611796
6131168,6233079
4065374,3394725
5465030,4611216
2180977,4138638
2598202,3424467
2718780,346758
6293865,4408592
4267141,4227556
1830537,2043140
1830537,314318
6484461,627809
4821950,2486250
342629,4611216
6156590,6146426
3431515,3475990
6005375,4740311
3734429,6304355
4506013,1164324
4506013,3791477
6156590,1127470
2296185,6232717
2176972,5172559
39404,2452372
5196379,5547570
3812956,1824928
4036258,876846
4799136,5549064
4648474,3204957
2202359,5986287
1560148,3981665
6331727,1028282
226545,3316357
2940203,5483374
6163753,3331324
3811407,128755
4269944,211332
5569339,3162138
3345760,2390221
6156590,5349258
1839797,1455646
3373875,794708
3909031,1707564
6130080,3525080
3078264,1169590
2296185,1311375
714987,1340215
4322253,1766831
4534966,370181
233298,4261316
4104582,1873033
3590070,4313188
6204376,1490618
5491999,5013275
3811407,5269735
4036258,5669159
4991142,6101510
1968929,2474413
6149087,4942024
3717982,135712
6526339,4962037
182572,2876806
1933660,4433894
3090517,5165562
3621940,752711
4449219,4854855
6121439,5852697
264893,6544327
4259833,4217482
2769067,305824
3864997,1840557
1293191,6356936
6113096,2465581
4136168,886904
6229147,882220
6204376,4901928
4267141,4232009
1807836,673835
2564592,4301166
4799136,4982513
2809413,91833
4799136,1918600
4771220,233298
1745339,6131168
5569339,880273
4065374,5543121
3689093,3060380
6321633,1107798
5447461,6471879
965699,676166
4771220,1493432
837833,3508593
4398579,5775608
1370052,2692162
6505889,1973132
3410949,3734429
1150872,1345804
1830537,3796408
4138638,370181
5264689,514378
4878465,4265836
1559813,3526017
4280405,5742307
5316258,5842118
2478487,2091918
6460317,6006817
2878000,965699
1222652,1062640
984802,1089981
5478595,4271668
6312207,5076066
1975742,5854541
2699007,6044778
3811376,3734429
3811407,2973362
1074684,6553352
1493432,5854541
6010160,3511346
3457540,4085368
250453,5256051
3078264,5700392
2997380,5673062
3223213,516689
5086541,3394367
5264689,1310286
2761458,5214514
1601782,2071558
2163964,5076066
378271,3500485
1717651,1689649
671865,1744256
3984340,2030333
2202359,4269629
3401254,911149
3413940,5810654
3431515,3292842
6204376,5116310
2033145,2141583
4277096,6263642
4244524,3322424
1852520,3889557
1918600,3919896
2545879,119758
1864114,2746341
1864114,3969434
3909031,3100545
1856079,3654997
6177957,5991249
634192,2054328
3678445,5246160
2490740,5073581
2185285,2147354
5338160,1863479
3909031,5262064
2107424,5249602
5867390,1830567
2148298,2359147
6293865,5725078
628797,2571570
5725967,4298453
4840645,4790288
3837956,5170972
2118187,2475972
3536053,6382007
6005375,1429614
1601782,5173811
5444036,1571416
1493432,6163541
4217392,2248507
1493432,4138638
1601782,4797820
856360,1968929
6507117,4419290
4217392,2620365
4136168,1084535
3909031,4022688
6402191,4987608
1601782,4976528
3123569,2562128
379291,112813
1082591,3796790
6198900,2148275
781320,1597307
4217392,4820389
3034732,197637
404429,5725078
573850,4306259
3217884,806770
3212947,3565386
3837956,2164544
1852520,2761458
4024944,2091918
6580061,49025
5447461,769218
6292161,6470832
518189,842904
6083051,3138601
5426705,2745509
1544315,3337071
4697485,5350688
4280405,4896328
2328115,5625499
421447,6500594
509168,5232079
1852520,6585119
1749171,4534966
3890223,3840933
6543719,5946517
5471736,5543118
5510428,4230991
6347405,5281636
6186333,3738800
3738107,356220
5584523,4599538
5462372,2429828
1201950,6162428
235346,3647680
4258403,1772866
1089493,3394725
5135473,358597
3712408,4176906
4280405,2914506
4322253,2180079
1601782,4671298
4049134,4272579
3413940,2527220
427700,3782961
5196379,3002842
3413940,4111017
598498,2990008
4598143,1571416
1864114,5961605
2185285,841788
2157805,312498
3413940,864100
4304857,2170618
4525783,1827441
1225171,4914377
6321633,5445969
3916284,3206844
4258403,5135676
3919896,488786
5415413,2722341
5995407,1469679
3871658,3753395
5725967,1324974
4104582,1115884
4324026,5467831
3734429,6585119
3984340,1064870
2740677,427748
5253655,2988132
4267141,2367754
5253655,1519919
1852520,984922
5135473,3164557
3160263,5920261
1267301,6109309
4036258,1910222
414600,6418945
5264689,4127052
2125327,2344323
6507117,3468890
728095,6291938
74533,5035634
342607,6463949
842904,4261316
4187324,6565947
1074684,5482308
3373875,5489832
1430229,3015433
5253655,342633
2070758,804120
233298,4534966
5316258,982158
2180977,6531948
2115114,1774952
1601782,901970
378271,4632043
4375826,5331166
3689093,3267920
4304857,1202276
39404,1579243
3196529,3889934
3115405,1419492
483785,5843038
3492322,6269062
233298,518189
5947573,6498074
6381914,1786093
1560148,5086719
4731275,4807804
1128149,5380761
75319,5035574
5358678,2152152
3682939,3734429
6321633,5552498
4414161,5531804
724146,3289245
2403907,3389279
5389446,4815220
3529282,1136995
5704189,3637959
233298,6531948
3541063,6419749
2598202,2419966
1601782,5963237
1601782,1545143
2176972,5229503
2070758,5311511
3889557,5214514
614947,201331
5894341,3218428
2852232,453236
1852520,2321439
3321415,6599585
5086541,4807201
2594159,1171837
6293865,2051020
6299248,6599996
4799136,2184783
3150711,6531948
4234725,3113043
5253655,362078
2079435,880898
4731275,310739
1003812,2551673
3855920,629845
2044806,1717196
1752248,4446714
603780,4144314
5236107,1971239
3279454,1433147
3889557,3734429
518189,2180977
4280405,1054099
60683,1219778
3415799,4750195
5196379,2908441
5196379,2883963
5248820,2184783
2355540,4166004
6083051,4703689
5725967,6108936
5447461,1679091
880273,1490688
714987,4042236
4036258,1913060
2107424,5908816
3373875,6117798
3909031,6411791
1367658,972808
1222652,1042408
5706007,6102623
728419,1035536
4049134,2454231
4528680,3217884
1962669,3383820
482863,3601652
2785774,5249688
5886580,5286980
3467256,4629145
5886580,783866
5578409,1255653
6307846,5468979
4250904,3383327
1918600,6061372
3682939,6304355
3811376,1481040
1975742,2656612
4326277,5598564
5797676,4508811
3171541,6539174
2107424,321956
6083051,6037080
6010160,242074
5478595,5676908
6304355,5214514
5608660,2761825
3029022,2723103
3160263,3427383
3741495,3762185
1856079,1337607
160330,2983439
6293865,1932434
4049134,1773651
1460002,5400459
1852520,1615576
4799136,488786
421447,4670403
2107424,734941
2490740,717838
4052471,3392770
1830537,4064409
6322738,786334
6131168,6019303
4490736,3461315
6156590,150862
1222652,4344942
4443214,3409079
5725967,5135599
4036258,3943130
3984340,5101612
4552975,2199604
3150711,4261316
4474298,4790288
1830537,718973
2264595,2446800
3797119,4024944
1839797,208405
4821950,5000827
2791716,4560963
1864114,1324906
4036258,1395177
4286334,4855221
598498,5167664
3866803,4900062
3889557,531273
614947,2553691
3373875,576759
965699,5886301
518189,370181
4036258,876751
4258403,1822536
1267301,4450656
39404,4437037
1975742,2156572
5552190,4855221
1717651,4890499
4322253,2474515
3160263,6504501
1469679,6052939
3409772,19490
911149,1404417
5517262,3929242
4799136,2094987
6158232,2382372
2107424,2620327
4116529,2887301
5725967,2051978
3305361,6257137
4187324,19191
4831089,1965418
60683,1755345
6151022,3150711
2740677,3404564
3363591,3651123
2023454,5849023
2552613,4207384
5896836,2990828
5383644,21232
3984340,608073
2746755,2327550
6204376,6401694
1008688,1921901
4280405,1991349
3409772,2861163
3536053,2091918
2157805,2481843
880273,1035536
6204376,5079023
4799136,846708
427700,5922859
5569339,2662724
2028080,2840200
1713484,2546336
1340215,3828414
2718780,4428760
3631244,5125855
1834721,4961081
2571570,5622785
6507117,4196570
3987138,5778499
5627791,5569339
1601782,1881497
2740677,6378451
4589674,6329568
2656612,1493432
4771220,3150711
4313188,5729714
5569339,1490688
1354812,1385837
6186333,5882730
1008688,4514121
1349139,4560527
1328376,5238496
2051130,133046
4375826,5189140
3477566,1120798
5721984,6579792
745200,4500708
6078738,4246103
6078738,1380413
4214203,2707263
6292161,4886779
4272579,4248485
2163964,1526382
1713484,4111017
6151022,842904
3382618,1193548
4429457,3410733
2156572,842904
3413940,6442012
4482962,2266475
3734429,531273
6201199,3963216
4217392,2996067
1063123,3860567
6156590,2088558
4217392,1512796
3984340,1662622
5867390,4804809
3431515,2114083
58988,6298246
1834721,3913308
1493432,347920
3305361,1433227
2454231,5076066
4049134,5533544
1830537,780165
379291,758658
3767597,4750195
2490740,838252
671865,2232125
3916284,3795598
1591803,806770
2328115,2528731
5886580,2443261
2436444,3361067
984802,398901
4217392,4818628
1544315,6311732
482863,1444498
2740677,2338729
6221711,6020921
3171541,6418445
1975742,6163541
455506,4004058
6204376,6100059
1864114,6111289
2264595,3281685
250453,2687459
158326,2253818
2328115,4363119
820637,3786926
714987,6599996
1968929,3929932
342065,3244090
6083051,4155471
4304857,6252543
1852520,3682939
2377939,1639444
2328115,5812576
5901660,3397275
1975742,207914
965699,1088506
4799136,1051551
457259,4134778
4269944,4300760
3920020,6516957
1506594,4891047
5357230,3760116
5480544,3888809
5253655,6450791
1156993,6365341
3215979,1387820
6156590,5761154
781320,5136836
2180977,347920
1430229,1026733
5618336,3410733
4049134,3042380
1597146,861840
3919896,6061372
5509623,2551705
6381914,1941564
2091918,3394367
4116529,2334991
1975742,1834931
2088558,4385658
2582357,2011909
3889557,6304355
1544315,2859738
1987510,4807954
5291642,3003113
5253655,2255615
214884,2850238
4510500,2837165
4660973,21793
1523768,6560370
6322738,3603785
2154587,1479900
2051130,1696497
3069777,3018797
1732464,2997675
4970261,5197344
1063123,5225236
5800828,5511801
3962784,3161338
1040117,2154624
1128149,6194775
5643886,3298006
3841789,4193585
5945854,3444970
2385396,5628800
837833,1346433
1685469,1847268
4269944,5751867
976914,132715
6273900,1344788
354967,4263744
4682694,1678367
4252324,2253667
2326287,5240269
444714,400197
6148679,839054
1740412,4573631
1864114,5953356
1230576,4758337
4375826,1800535
2328115,1985684
2594159,2891457
5778163,5841301
398901,1175303
2659018,3562942
3225293,2091774
3678445,4104754
5447461,415733
6293865,54127
5725967,1981561
5478595,2161383
6154331,2884068
6151022,4261316
3382618,5270347
5209159,1156993
3401254,1404417
6204376,3352402
6220739,4100933
5721984,2469463
142595,2683692
4063988,6146520
3373875,132538
5086541,5366560
3919896,5248820
6022108,6583356
2973362,5273465
2545879,2811337
4510067,2537770
1027706,5302040
2149913,2406527
1852520,4808250
4482962,3497154
5725967,1261447
2328115,3101093
3792598,6264343
2564592,4060379
5901660,6415278
6190962,6583356
4881246,2002510
5135473,918728
3795598,3206844
3467256,2174097
5721984,5701647
2676232,5905040
2676232,924129
3090517,5058860
5086541,1571229
4581819,3913727
5338160,3058202
3160263,6470976
4912327,2065225
3160263,4222980
3689093,5519114
1749171,518189
4181946,3565386
1830537,1537219
3160263,4058295
4089154,743619
5725967,3710136
5947573,6407376
6083351,2601186
4296862,6559114
4697485,2193511
2180977,6163541
3682939,2761458
842904,6531948
4272579,1526382
5086541,42007
5761154,4385658
3373875,1673369
5357230,6613748
4089154,6322377
1460002,89515
965699,6424194
5306482,6308022
5078867,379058
3916284,2377318
250453,5328304
3889557,6585119
4525783,721801
2185285,335726
4821950,2915890
1830537,747671
5618336,6446206
3206700,1723043
4525783,1170569
6148679,816286
816286,839054
2025867,3507914
2355540,3951413
5264689,1011278
3734429,5728953
2490740,2418477
4385658,5275255
421447,3992977
3919896,636224
862749,3204957
1717651,2802929
160330,6585119
3160263,1218776
2264595,130207
3811376,2761458
1559813,2092830
976914,1032062
5447461,3481887
5073581,4790288
3160263,3134723
965699,2647251
6204376,3306611
1927684,762996
2180977,4534966
613757,28104
2990008,6192003
5302040,2998879
2283275,1467812
499077,2465304
937526,4667737
449124,6318383
348696,4284902
239464,4685761
3455688,6617928
2328115,56521
39404,4240667
3678445,4031975
4280405,3530793
3889557,2761458
3984340,5815185
5725967,27793
3984340,4123351
1063123,4575447
598498,4921241
1328376,2883745
3795598,3794139
4831089,5787628
5076066,5389409
3811376,160330
2436444,1316136
4637992,4507397
160330,5214514
1962669,4814009
2656612,370181
1306248,6319554
5886580,3691102
3413940,4202694
5933345,1551526
5761154,1638581
39404,3088784
404429,6321732
5264689,4968178
1460002,5794733
