vertex1,vertex2
1852520,794708
6271404,4771220
6007109,6304355
4116529,1343989
3919896,488786
2347594,1493432
4049134,3930480
6373900,4841886
1975742,679551
2163964,5076066
1975742,4915414
3373875,4621703
4036258,3545059
5649389,370181
1834931,842904
1638581,4385658
3811376,5728953
1493432,5991927
728419,2662724
3682939,3410949
880273,56621
1852520,3410949
4915414,2180977
1607488,4261316
4799136,2094987
5086541,5841301
3373875,3640594
5086541,4255903
518189,6163541
4771220,4236888
1749171,476206
6271404,4534966
2761458,5489832
518189,4138638
1222652,3409079
4049134,6312207
3410949,6585119
3767597,4750195
1975742,5189298
1713484,4111017
4380393,1493432
3738107,2820081
2656612,4138638
6117798,5214514
6299248,3795974
3160263,1531682
1493432,5636738
4116529,3910287
3373875,4503476
5854541,4534966
2156572,4261316
965699,1387820
2478487,2091918
4534966,6531948
6331727,1028282
4534966,347920
6151022,2156572
2656612,4534966
6321633,5287523
3919896,636224
3150711,476206
2163964,4248485
576759,6304355
4799136,2184783
3643327,2761458
5086541,3521861
3415799,4750195
1979314,4534966
3536053,6382007
679551,370181
3682939,6585119
1607488,4534966
2180977,5991927
3984340,2810666
5991927,370181
1975742,5991927
576759,5214514
4250904,4398579
728419,403076
4799136,1918600
6472058,4534966
421447,3916284
6271404,6163541
233298,5636738
2490740,820610
842904,6472058
634192,2054328
3410949,5728953
679551,1493432
4771220,347920
3682939,531273
2656612,3150711
39404,3052611
3590070,4100933
1768780,2054328
1918600,3919896
2656612,518189
1481040,531273
3160263,44223
5832208,5214514
4808250,5214514
3150711,5636738
3734429,132538
4380393,842904
2761458,5832208
6204376,5209159
6007109,5214514
4808250,6304355
5189298,370181
5649389,233298
6163541,347920
728419,1035536
233298,5189298
3919896,5248820
4234725,5923422
5086541,3394367
4267141,3271946
5517262,3331324
3811376,3643327
2740677,4517490
3889557,160330
4799136,6061372
880273,1490688
4138638,5854541
1852520,576759
60683,6335463
2761458,794708
6005375,1429614
39404,5669327
1493432,3643230
2156572,5854541
4771220,2656612
2328115,2691372
5248820,2184783
1601782,750397
5264689,2667118
3413940,4202694
3987138,3029022
4138638,6531948
4579662,370181
5627791,5569339
4799136,488786
2244875,4763250
2761458,1206312
1493432,5189298
6061372,4750195
4049134,3042380
4579662,2180977
3160263,444126
4236888,6163541
4248485,5389409
5569339,403076
3410949,6007109
3150711,2156572
2546336,6442012
679551,233298
39404,3386412
1975742,1689467
4236888,4534966
6472058,6163541
2033145,6484001
518189,2156572
2761458,2983439
1713484,6442012
4049134,2454231
1206312,3734429
1852520,5832208
6163541,5854541
160330,3734429
5264689,5670972
4799136,1020266
5725967,4979381
2743342,2706442
5649389,2180977
6293865,2116539
421447,2377318
5832208,6304355
5078867,2149913
3689093,4085368
6007109,531273
6151022,6472058
1559813,1875319
518189,6531948
2163964,1526382
476206,4261316
4808250,3811376
1481040,160330
3373875,3439132
2347594,370181
1918600,6061372
1834931,4261316
4116529,1002439
4269944,453236
1834931,4534966
347920,6531948
6007109,6585119
5569339,4961715
4116529,1774952
4116529,56854
4771220,1607488
4579662,233298
728419,669912
250453,5543118
5264689,6018738
4579662,842904
4771220,6472058
965699,676166
4116529,3479641
4236888,347920
3373875,5224947
2347594,842904
4915414,1493432
4380393,370181
5725967,1261447
2983439,6585119
3439135,1493432
1615576,5214514
4138638,6163541
1601782,4507397
3682939,160330
4116529,376020
1689467,370181
679551,842904
4799136,636224
5569339,1035536
3811376,1615576
4380393,2180977
6312207,5076066
4799136,5549064
3536053,2091918
1749171,5636738
132538,5214514
1749171,4915414
6585119,794708
5649389,3150711
5643993,1912462
679551,2180977
4922942,4886779
3643230,4261316
965699,1248275
1607488,5854541
1493432,1689467
6271404,5854541
3919896,3767597
4750195,636224
2656612,6531948
3919896,2184783
2156572,4534966
4024944,2091918
1749171,3643230
3811376,6117798
3919896,3566093
5569339,655327
1975742,4788554
1852520,5489832
1830537,899505
5832208,531273
5636738,842904
2983439,6304355
1979314,518189
4049134,5856840
2571570,5421757
2659018,5070140
1601782,5357135
3734429,1673369
4049134,4272579
39404,4062891
984922,6304355
4771220,476206
3413940,569382
3643327,5214514
6151022,5636738
3734429,5489832
5649389,4261316
1607488,4138638
3734429,4435594
3794139,2377318
1975742,127793
6321633,5763837
724146,5862389
3150711,5189298
2347594,3150711
5245966,2327550
5189298,4261316
6271404,1607488
4915414,233298
2180977,3643230
5725967,2051978
3984340,505187
1749171,5991927
5569339,2662724
488786,2184783
6151022,5189298
2546336,3994447
4579662,4261316
5649389,1749171
4771220,1834931
4116529,3196529
2180977,1689467
3856016,3160263
6299248,4042236
3160263,3485967
2454231,5076066
3734429,3535557
1601782,4795889
4915414,842904
1749171,679551
4036258,5507492
2347594,233298
421447,453980
518189,347920
2091918,3394367
6442012,4274154
728419,655327
4799136,185717
1713484,5724013
3984340,4855629
233298,1689467
728419,1671985
3889557,576759
6204376,3052280
1601782,5963237
39404,4240667
233298,5991927
4138638,4236888
518189,5854541
663394,5076066
6005375,4740311
1607488,6163541
3150711,1689467
728419,4961715
1481040,5728953
4138638,347920
4808250,160330
3734429,794708
5725967,1324974
4236888,6531948
3439135,370181
3439135,2180977
4272579,1526382
2321439,6304355
160330,1615576
1601782,3533101
3682939,5728953
5248820,6061372
4534966,476206
2546336,5724013
5489832,5214514
3373875,147999
5076066,5389409
6585119,6117798
1493432,4788554
6151022,1834931
3797119,4024944
4788554,370181
4503476,5214514
5078867,5453911
4579662,6151022
3643230,4534966
4272579,5076066
3682939,1615576
5725967,6294333
5248820,488786
3811376,5832208
2156572,4138638
5076066,5471363
2761458,132538
6061372,636224
3643327,6304355
4808250,2761458
1222652,4598184
3919896,2094987
2746755,2327550
3536053,2478487
3150711,3643230
4272579,4248485
3734429,4503476
1713484,569382
2490740,4474298
1749171,207914
233298,3643230
421447,3169417
880273,1035536
2054328,1028282
2718780,855806
5189298,4534966
1559813,271106
4049134,1273633
2761458,6117798
1749171,5189298
5725967,238753
1206312,6304355
842904,1689467
1493432,207914
4771944,2761458
628797,2571570
2656612,6163541
6156590,5275255
2296185,4497469
39404,2859295
5189298,842904
6299248,6599996
5264689,3351110
531273,5728953
6472058,5854541
6061372,2184783
714987,3828414
2546336,4274154
2347594,6151022
6331727,2054328
3413940,4176906
4280405,3448578
1689467,4534966
3413940,996429
3797119,2478487
2347594,2180977
1601782,4923745
207914,370181
3919896,2072588
1852520,648863
2761458,3586699
6271404,518189
4049134,2934936
3413940,4354094
4111017,4274154
3373875,742222
4380393,518189
6271404,6472058
1979314,6472058
3811376,4621703
2156572,476206
4049134,1773651
3797119,3536053
4670338,5950595
2469248,1834721
4750195,3161160
1975742,3622321
3622321,1493432
3150711,5991927
3682939,576759
5636738,4534966
4579662,518189
2044905,2054328
160330,531273
4187324,3647338
1864114,381873
3439132,2761458
1387820,74610
4380393,6151022
1852520,132538
4750195,2184783
2656612,5854541
2819104,370181
4280405,238001
6292161,6470832
2983439,3734429
1673369,6304355
3889557,3535557
4435594,5214514
6292161,4886779
4236888,5854541
5253655,1622307
531273,3535557
5649389,842904
3741495,4275893
3382618,5153097
4771220,2156572
531273,6117798
1975742,2819104
4138638,1834931
5854541,6531948
4248485,5471363
3811376,648863
4579662,1749171
3373875,2509412
3828414,4042236
882450,6304355
4049134,5533544
1340215,6299248
5569339,2179764
4579662,2656612
2545879,2420864
160330,794708
1601782,4976528
3215979,1387820
6061372,3566093
2156572,6163541
6061372,2094987
4750195,1020266
4799136,846708
4275893,3762185
2347594,1749171
4482962,1136995
421447,3795598
2490740,4840645
6271404,4138638
648863,6585119
4579662,3150711
6271404,6531948
6176306,5245966
5636738,4261316
5725967,3101400
6117798,6304355
3439132,6304355
357808,907675
4771220,4915414
842904,3643230
3373875,2654587
1191152,3168248
6151022,1689467
6151022,3643230
6293865,6321732
1206312,5214514
3889557,1206312
1230576,2257661
5854541,347920
518189,4236888
3682939,5489832
3535557,6304355
6505889,1973132
3373875,4107227
1481040,1615576
1749171,1689467
4648474,862749
4799136,1051551
1979314,6163541
1526382,5471363
531273,576759
3682939,5832208
1481040,6007109
3566093,4750195
1852520,719221
2094987,4750195
3682939,1206312
3889557,794708
999642,3994447
1607488,1834931
6061372,3161160
3889557,1615576
4049134,3632974
5724013,5810654
1089493,638198
880273,655327
728419,2179764
4799136,2072588
1601782,2071558
2656612,2156572
3767597,185717
1722960,3898884
518189,6472058
4187324,6565947
1689467,4261316
3837956,5441323
3919896,3161160
3373875,5002373
127793,370181
1493432,127793
4001214,2054328
1852520,3535557
3833627,587837
4808250,2983439
999642,4274154
3535557,5214514
6039777,2366109
1222652,4443214
3811376,576759
207914,4261316
4116529,3472228
3734429,3586699
3410949,5832208
39404,1579243
4771220,5189298
6151022,679551
2436444,5941930
3889557,6007109
3919896,185717
6083051,2809413
5649389,4534966
1607488,207914
2454231,1526382
3439135,233298
3682939,2983439
1506594,50942
2761458,4435594
3889557,6117798
4821950,1207062
60683,3699417
2546336,2408066
4750195,185717
5832208,576759
1979314,2156572
5248820,4750195
4116529,6154331
3410949,648863
794708,6304355
842904,5991927
5291642,3480003
1975742,1624507
6271404,2156572
3792598,2954893
531273,648863
5189298,4236888
3160263,4923176
1918600,488786
1490688,56621
2180977,2819104
679551,4261316
2454231,4248485
3919896,4199033
1834931,5854541
60683,5547392
1830537,2862195
4799136,6513781
1975742,5991342
4138638,476206
1918600,2184783
5991342,370181
648863,5214514
5189298,6163541
1975742,5411227
1979314,2656612
6382007,3394367
6007109,5728953
4429457,3410733
5411227,1493432
1979314,476206
3643327,1481040
2094987,636224
3984340,1914568
3889557,648863
4138638,6472058
2509412,5214514
6156590,403163
4579662,4771220
4116529,2884068
3439132,5214514
6271404,4236888
1615576,6304355
3792598,4866768
3439135,842904
1481040,5489832
3413940,2408066
6271404,476206
5421757,2366109
728419,289005
1864114,2747635
1481040,576759
207914,4534966
160330,984922
2180977,4788554
3439135,4261316
1150872,1364128
347920,476206
6271404,2656612
132538,6304355
4771944,6304355
663394,1526382
1526382,5389409
2761458,4621703
1749171,3439135
1979314,5854541
1490688,1544560
5569339,669912
6271404,347920
5189298,347920
1481040,1206312
1601782,3123475
4799136,3161160
3811376,3640594
2490740,1772281
289005,5569339
5264689,1310286
233298,4788554
3689093,3457540
3160263,6212636
5725967,5471360
3373875,6292377
4380393,1749171
2347594,4261316
2094987,3767597
3916284,3794139
4380393,3150711
2761458,882450
5854541,476206
4771944,3734429
2184783,3161160
1749171,4788554
4447615,2185893
920790,5214514
4482962,3529282
3160263,5653634
2490740,4790288
728419,4516903
5725967,4298453
1979314,1607488
3410949,576759
2983439,6117798
1979314,6531948
6292161,2695608
6061372,4199033
342065,3165163
39404,3088784
1979314,5189298
3373875,1885416
6321633,2765722
3643327,6585119
1490688,2212571
4116529,4181602
2212571,3162138
6061372,488786
2478487,3394367
4111017,6442012
3373875,5112246
1607488,347920
2115114,1774952
1156993,3052280
3413940,4839663
1601782,901970
1918600,5248820
5264689,4968178
2546336,999642
1852520,3439132
3682939,4808250
4771944,531273
3410949,794708
1206312,6585119
185717,1020266
3643327,160330
4808250,3889557
1975742,4368132
3994447,6442012
1852520,4435594
3123569,60685
4303830,5208087
679551,3150711
1852520,882450
5264689,5524726
6177957,5164158
5569339,4516903
5383644,84170
3919896,1020266
3811376,1206312
3373875,6344128
488786,4750195
613757,3435409
3382618,5542394
4771220,5991927
742222,3734429
518189,476206
3682939,6007109
4915414,3150711
2156572,1607488
1975742,1396325
1979314,5636738
6163541,1689467
1852520,920790
5991927,4534966
2718780,455506
2202359,3871658
3415799,636224
4579662,4534966
3150711,4788554
3439135,4534966
882450,6585119
3909031,6466913
3792598,2960328
3811376,984922
6176306,2327550
1481040,132538
4808250,1615576
1987510,158326
882450,5214514
4111017,5724013
5248820,3161160
1230576,3722572
6117798,794708
4236888,6472058
3811376,3439132
5991342,1493432
2072588,4750195
3811376,882450
1538922,4604564
2347594,4534966
3373875,2630937
999642,6442012
1607488,6472058
1222652,1789348
4936230,2168636
4915414,4534966
4771220,1689467
3410949,160330
3811376,2321439
5991927,4261316
648863,6304355
2654587,6585119
5649389,6163541
2347594,6163541
6151022,207914
5248820,4199033
1864114,4098923
5474722,2863924
518189,1689467
2656612,6472058
5724013,4274154
5649389,4138638
4581819,835738
4799136,4982513
4799136,3566093
2761458,3535557
2761458,4503476
4036258,3969678
3413940,5010109
3930480,5076066
1089493,1741877
1722960,3470733
4187324,922708
2051978,2054328
2761458,1673369
5465030,342629
2156572,6472058
3811376,3535557
984922,5214514
3413940,1017270
4280405,2501249
6321633,5201639
4267141,6549643
1481040,2983439
3741495,3762185
2454231,2163964
3889557,920790
4808250,6585119
2094987,2184783
3042380,5471363
1979314,1834931
2212571,56621
3640594,6585119
5086541,1571229
342065,4034802
6007109,6117798
719221,3734429
4482962,5869234
518189,3643230
1430229,4143655
920790,6304355
2478487,3521861
3802490,5495035
3566093,2184783
1493432,2819104
421447,3206844
6151022,127793
3930480,4248485
3622321,842904
6585119,3535557
2180977,127793
531273,132538
3734429,984922
2156572,6531948
5189298,6531948
4435594,531273
4089154,5353797
6061372,3415799
6151022,4915414
3987138,5172559
564562,390504
3712408,4176906
1050162,2382372
3439135,4138638
2878000,965699
3439135,5854541
3467256,3955743
842904,4788554
999642,4111017
1852520,3586699
663394,5471363
3930480,1526382
719221,6585119
3413940,2527220
4280405,1925
3415799,1020266
3889557,4435594
3984340,4181177
6156590,5761154
6061372,3767597
1852520,1206312
880273,2212571
4280405,4425105
6007109,648863
679551,6163541
1261447,2054328
4579662,6163541
4272579,2163964
4380393,4261316
2791716,5756365
4199033,4750195
5086541,2077649
2044905,6331727
235346,64462
6580061,2872303
2044905,1028282
4915414,4261316
3586699,5214514
1230576,2094344
576759,5728953
3919896,5509715
1749171,5991342
1979314,4236888
920790,2761458
6321078,2382372
6151022,5991927
6271404,1834931
5636738,347920
3767597,3415799
2761458,648863
5649389,1979314
6151022,3439135
1749171,5411227
4138638,1689467
1624507,370181
4771944,3889557
1624507,1493432
1074684,1806902
3640594,6304355
2347594,4771220
1834931,6163541
1089493,5543121
1864114,1902824
5778163,2478487
1396325,233298
4368132,1493432
5951752,6005375
6382007,3521861
2436444,2548311
1852520,4621703
728419,6345894
4368132,370181
5608660,3427420
2656612,1607488
4808250,794708
6472058,6531948
5761154,4385658
4380393,4534966
999642,569382
1607488,4236888
3439135,3150711
1374880,5076066
4267141,712595
3631244,4306259
3889557,3439132
1717651,248277
1544560,2212571
4380393,347920
2436444,4409533
3536053,4024944
5636738,5854541
476206,6531948
679551,4138638
5778163,5841301
655327,1490688
2283275,3741495
2436444,1591803
2546336,4111017
1987510,5933345
3160263,3134723
598498,3565386
3889557,3643327
1396325,370181
1481040,4435594
2469248,4961081
4771944,1481040
3410949,6117798
3682939,984922
663394,2163964
4240667,6005375
5761154,1638581
880273,3162138
4474298,4840645
6271404,5189298
6156590,150862
3682939,6117798
2436444,4528680
3160263,5697810
965699,5886301
630481,2630153
2983439,794708
3042349,5946517
3795974,4100933
5447461,895665
3856016,6292161
5411227,3150711
6460317,5244569
4771220,4788554
4771220,3643230
4510067,6190962
3150711,2819104
1673369,5214514
5569339,1671985
3160263,3427383
2328115,6357105
1918600,4750195
6204376,6365341
2718780,4004058
6585119,1615576
663394,2357394
3682939,4621703
2321439,6585119
1601782,4101067
3622321,233298
1749171,127793
160330,5489832
4435594,6304355
1749171,2819104
5248820,2094987
4380393,2156572
1396325,2180977
3889557,132538
160330,5832208
4621703,6304355
6331727,1768780
2094987,4199033
5725967,3895602
3622321,370181
965699,3215979
559808,3410733
1975742,3819853
2180977,207914
6117798,5728953
370181,3819853
39404,3755705
5135473,6584323
4771944,5728953
2163964,5389409
1852520,2509412
5636738,6531948
1768780,1028282
3640594,3734429
233298,127793
5248820,3767597
5725967,730701
2546336,2701276
5721984,4534826
1722960,6291618
4217392,5773029
1601782,1881497
6148689,3728702
4036258,1717617
2357394,5471363
483785,3331324
5728953,132538
846708,3415799
6312207,2163964
3889557,1673369
4065374,1741877
719221,6304355
842904,207914
6156590,137089
4414161,3451724
4831089,2967408
4808250,3734429
3767597,1020266
3889557,2983439
5411227,2180977
6293865,4408592
719221,5214514
5832208,6117798
207914,5854541
4049134,6475159
6585119,1673369
5724013,6442012
3919896,6513781
6312207,2357394
3682939,1673369
5135473,562207
3811376,719221
3811376,1673369
1852520,4771944
6299248,5695047
147999,5214514
742222,3410949
233298,5411227
5649389,5854541
4272579,2357394
2347594,4138638
5636738,4236888
3521861,2091918
6507117,2707075
6585119,132538
4799136,5509715
3415799,5509715
4368132,2180977
421447,568100
1601782,4797820
2454231,2357394
1607488,476206
1749171,4368132
5411227,370181
1722960,854788
559808,2189524
962934,2327550
4368132,233298
719221,531273
6204376,3025099
4435594,132538
576759,132538
5832208,1673369
4267141,4232009
5569339,4321227
5991342,842904
3767597,2184783
5510428,3882901
1230576,4237870
1852520,5224947
421447,4670403
6220739,4100933
1689467,476206
4111017,3994447
4672433,1191152
6321633,1071364
719221,2761458
2094987,1020266
4380393,4771220
3160263,2667730
4808250,3410949
6061372,185717
1624507,233298
4286334,5552190
5725967,3710136
4579662,6472058
2509412,3734429
518189,5189298
4304857,5836002
714987,4042236
4116529,2838312
2819104,4261316
655327,1035536
2656612,5189298
2070758,4653791
569382,6442012
6312207,1526382
1396325,1493432
2347594,4236888
4368132,4261316
3409787,1973132
2859005,2546336
2983439,1615576
3413940,2701276
6156590,5349258
3640594,5214514
5724013,2408066
1601782,1413545
4435594,5832208
1481040,5832208
728419,4321227
1864114,1286598
5338160,5221243
3734429,147999
4199033,3415799
3439132,6585119
1206312,531273
3373875,888221
4065374,638198
1035536,1490688
3373875,6167329
5086541,4807201
6513781,4750195
4236888,476206
6382007,6191707
4138638,3643230
2163964,2357394
2478487,4024944
6344128,5214514
5725967,5587128
6156590,2088558
6291618,3470733
1749171,3622321
3925805,6460854
3160263,3952634
4841886,1343989
3413940,1552567
3413940,5747998
150862,4385658
2107424,1984838
4771220,2819104
5636738,4138638
3217884,806770
3643327,2983439
4380393,4138638
5991342,2180977
3439135,6531948
4380393,476206
6470211,420405
634192,3168248
3682939,3535557
3410949,1615576
4258403,6418945
714987,5695047
3413940,814775
3410949,2983439
5415413,3993263
4821950,725503
3042380,4248485
3889557,2654587
3373724,6005375
2321439,160330
1374880,1526382
523789,4707329
655327,1544560
5832208,648863
6163541,3643230
4771944,6585119
5248820,3566093
3160263,3939228
4049134,1374880
3767597,636224
5991342,233298
4380393,6163541
3622321,2180977
1035536,56621
1601782,5948932
2347594,1607488
2656612,347920
3682939,5002373
2244875,3579770
920790,6585119
531273,794708
518189,5991927
3643327,6007109
1206312,576759
5002373,5214514
1601782,4671298
5636738,476206
160330,4621703
2656612,1834931
2088558,4385658
3622321,2156572
3413940,2859005
1396325,842904
842904,127793
4255903,6382007
3828414,5695047
3470733,854788
569382,4274154
39404,2704177
6321633,6160490
3409787,6572910
842904,3819853
39404,250922
3994447,4274154
679551,518189
5991342,3150711
2094987,3415799
1493432,3819853
4385658,5275255
4368132,1607488
3811376,5224947
3413940,3449193
3919896,846708
3682939,132538
2456574,4036258
5649389,6472058
531273,5489832
4385658,770154
1975742,3468557
679551,5854541
488786,3566093
3160263,5920261
1396325,1749171
5135473,20639
597652,6599996
4799136,2155174
1638581,770154
4368132,842904
3468557,1493432
4138638,2819104
3468557,2180977
6176306,5452098
4065374,5543121
3439132,3734429
1749171,3468557
185717,636224
2594159,4214205
3643230,347920
3468557,3150711
5725967,1981561
996429,2546336
39404,3800157
1975742,5124421
3643327,794708
5636738,6163541
