vertex1,vertex2
233298,370181
3393871,6379607
3393871,2691432
3393871,5829343
3678445,4031975
3678445,5246160
6379607,5251645
6484461,1359114
6484461,248227
2705046,1554192
482404,5249688
1359114,627809
562207,918728
1600588,5575790
658868,700906
248227,627809
1385058,4025123
4648474,862749
5573557,6531341
2852232,2097279
1164324,3096945
6365210,1691335
6558779,1075683
6558779,2462853
6558779,3601652
758352,2225220
3791477,3096945
541447,3043590
233298,2180977
3150711,1493432
5073581,4790288
1975742,233298
1749171,842904
499077,2465304
5533638,5464598
4014032,2252902
4014032,4068497
5864563,2360483
2752602,3294728
1068364,42223
3235866,6160217
6179635,4203380
2252902,4068497
4630268,2050538
1267888,2793561
185209,3207823
185209,2598447
185209,4869307
4037558,1743634
3207823,4869307
3207823,2598447
3354073,3739289
6417103,6219445
5587464,5068205
937526,4667737
455258,2941358
1194025,5156591
1194025,798163
5288352,3109669
5156591,798163
2148526,3238552
3276236,226857
5471865,4455926
5599497,6323996
2598447,4869307
4234959,168601
4008460,2738144
5478213,5458745
4311774,1826955
1913399,4482376
6426665,2352483
1316136,5908500
6231171,534879
2842727,4888639
2885793,1457414
4155471,3098277
6151022,233298
2469248,5483374
1493432,2180977
55082,6576538
4506013,3096945
6466579,4315869
6558779,3604617
1883570,4279470
6418548,6576538
233298,842904
1749171,370181
763005,3043590
3433697,1929680
2654679,4977014
4780063,3231684
457428,6207676
457428,819979
5534868,2691432
5534868,5829343
3795598,3206844
4544871,5277611
5032953,2147649
6379607,3168355
2138129,482404
6365210,5658306
932261,2432675
5105825,2432675
1114658,2432675
3263826,2432675
6065889,515610
3543851,2754303
5934512,2754303
2691432,2917012
2691432,3168355
1611796,4340843
5829343,2917012
5829343,3168355
1710151,2432675
4031975,5246160
344964,248227
4291076,2432675
128970,3601652
3601652,1444498
3951413,5488783
672296,4633474
3060380,3267920
3409772,6117979
233298,3150711
4014032,5575790
4014032,4025123
160441,6384799
5242423,5281636
239355,5788922
884509,6417103
884509,6219445
2252902,4025123
2252902,5575790
1105191,3424467
4717813,2983563
4417738,370345
6057992,370345
4068497,5575790
4068497,4025123
6417103,5844670
5281636,700906
5281636,1004642
3570812,4875543
2924823,4669031
2011909,1806027
2727705,2072494
55082,4604029
207507,308695
945562,4265843
321112,3204115
4598143,1571416
6558779,5861909
414600,1772866
3854271,3604617
3854271,4149328
128755,4101095
1749171,233298
3150711,2180977
5426705,4265843
3987138,2176972
321112,4031975
321112,5246160
4306259,6112199
5811113,3601652
128970,4149328
128970,3604617
3601652,4149328
4149328,1444498
4149328,1075683
4149328,2462853
1444498,3604617
3298235,5525058
482863,128970
758352,6584323
758352,562207
2180977,4261316
1493432,4261316
1975742,842904
919992,4103021
1089493,4065374
842904,370181
5656527,2673869
6608516,4035787
6608516,2388833
6608516,6614961
1807836,1361941
5465030,342629
2785774,482404
3174306,2473585
3637810,1351905
2464660,765454
3914698,1377330
3855920,629845
3368254,5922777
5327955,4863024
5327955,3315832
1597146,861840
5670333,392965
4182362,5483880
4726897,3974313
6042298,1111427
6347405,4900754
5242423,700906
3393871,5251645
6404339,2608791
5097890,5157646
724146,5862389
1845684,1639009
1845684,5536594
5554611,4036013
4506013,242074
1229071,3157392
1229071,537649
482863,5811113
482863,3604617
6056052,1419492
5775979,4341608
5775979,3706031
3154854,6072878
74533,5035634
4544871,1751916
4544871,2050622
4957488,4900754
6412226,3960804
4313188,5729714
5925826,4852231
2852232,453236
5309869,5648925
5309869,2906437
5309869,1851838
5309869,4410398
3001239,5249688
569201,4148534
4717813,3857196
4771220,2180977
4350786,6109271
4350786,1402799
281705,1750075
281705,1845586
4845075,3185731
4845075,1465049
5922777,4194888
5922777,4393272
5235626,4168271
1567674,6073061
1469679,6052939
2436355,4750106
2436355,5217662
3293866,5395106
6230305,4340843
3647680,6417103
2959478,5271817
559808,2189524
496175,3326046
985823,1952649
985823,2151678
5709355,44878
5709355,2561975
5709355,1640836
5933082,2661691
3572747,6558779
1561158,5411424
1561158,4771496
3060380,5525058
5580642,5105605
6151022,4261316
4611959,1419492
178902,5724889
6365210,552722
5221068,3952045
1004642,700906
2611690,4173347
2386716,1780443
4771496,5411424
6109271,1402799
932261,2009343
5105825,2009343
188374,20639
2835593,1002806
2835593,145951
5456778,5821190
3816339,5694739
5675028,3597131
1114658,2009343
3687127,6411791
1638581,4385658
537649,874762
2151678,1952649
4617384,4340843
5486478,5700053
4189094,1075683
4189094,2462853
4189094,3601652
834609,6601659
3263826,2009343
874762,3157392
4754200,515610
758352,918728
2559528,5969220
654820,3788336
414600,6418945
3860567,730319
2285063,5971426
562207,20639
3857196,2983563
5217662,4750106
4410398,2906437
4410398,1851838
4410398,5648925
3689745,222660
5648925,2906437
5648925,1851838
1600588,6080623
1600588,5158616
1600588,2939004
1600588,3729227
3854271,5861909
5972660,364215
2754303,5435038
2257496,4250636
2146304,1419492
3739617,4340843
4260155,3648744
4260155,4701813
4260155,3718859
5418868,3760116
621915,23045
1493521,1045391
5187400,2824389
4891318,5783192
2561975,44878
2561975,1640836
2253818,5933345
1002806,145951
5637014,4996291
1163367,4031975
4572799,1638032
4572799,1984275
5861909,2462853
5861909,1075683
5861909,1444498
5861909,128970
5861909,3601652
3706031,4341608
6382007,2091918
1710151,2009343
4031975,3384859
1706919,4633474
1639009,5536594
1929176,3032949
3601662,5191170
4024107,2008784
2986530,515610
4536206,5821190
1150260,5004745
4291076,2009343
5575790,4025123
3440675,5445430
663632,1377547
5811113,4149328
5811113,3604617
2610597,375123
658868,4900754
4035787,2388833
4035787,6614961
1479343,6257137
185717,1020266
2837098,4348658
5542284,6306154
6614961,2388833
3729227,1385058
4120901,1068406
3718859,4701813
3718859,3648744
1640836,44878
3648744,4701813
1385058,5158616
1385058,2939004
1385058,6080623
22323,2453598
6584323,20639
1638032,1984275
1750075,1845586
1682953,831947
2906437,1851838
5488783,2736543
6151022,1493432
6151022,2180977
6151022,842904
3150711,370181
4771220,370181
2180977,842904
518189,842904
5076066,1526382
6151022,370181
4474298,4790288
4103021,6077310
4510553,6259417
3060380,4085368
3457540,4085368
5521792,1906402
6584323,918728
233298,4261316
2545879,1520542
3150711,4261316
233298,4534966
5444036,4598143
763005,259235
763005,4531978
3298235,5045947
3572747,1444498
3572747,1075683
3572747,3601652
3572747,2462853
188374,918728
1762067,301073
5045947,3267920
3871658,3753395
1273633,3632974
259235,4531978
259235,5455657
4935249,2932551
398901,1089981
55082,6418548
5554611,1089981
5573557,5457244
6417103,64462
2973362,5273465
4189094,4149328
3511346,3096945
5229476,3384859
5229476,1163367
5045947,5621777
5861909,5811113
64462,6219445
919992,6077310
3811376,5214514
1749171,6151022
961144,4475470
2241072,2223358
170724,3868007
6281457,154742
884509,3647680
4417738,4322820
3990110,4120901
6417103,2195155
6417103,4953554
2099874,834609
2983563,1404417
4560963,5047712
2195155,6219445
370345,1898223
5525058,4085368
862749,3204957
3722572,2286730
370181,4261316
1773651,3632974
1975742,3150711
4054920,72326
1366094,874762
1366094,1229071
148495,1229071
148495,874762
1597146,5821190
3393871,5534868
3393871,2917012
3393871,3168355
3678445,321112
3678445,5229476
4060639,3475990
482863,3572747
111221,5987462
4957488,658868
4552975,2199604
5797909,414327
1377629,48693
3001239,664140
3001239,5194993
6379607,5829343
6379607,2691432
2112146,6231458
6484461,344964
1428787,2607321
4065374,1741877
400279,521045
3952654,6344739
797710,6513967
2138129,5249688
2705046,6279059
1612514,5401250
4800552,124386
1762067,1576387
6565947,2258683
4473872,3837374
3526342,1132491
1359114,248227
5194993,5249688
664140,5249688
5045947,3457540
5251645,3168355
344964,627809
5821190,861840
97791,2608791
1844350,67255
3837374,744331
3282910,2851003
3889934,2884068
703144,6077310
3150711,6163541
628797,5421757
3348675,6319665
5426705,3828025
573850,4306259
3164557,4662186
6231458,2685749
3576913,239464
3576913,4685761
3572747,5811113
3572747,3604617
6531341,5457244
6531341,819104
6558779,1444498
6558779,128970
4315869,5045947
6626435,1175303
6151022,3150711
5073581,4840645
1989115,3468340
2257661,1576387
5639773,770154
3150711,4534966
3150711,842904
6565947,3647338
5854541,4261316
233298,518189
1749171,4261316
1493432,4534966
1293191,6356936
1025186,1559995
4269629,5986287
3298235,3060380
5462372,2429828
4279074,588107
5327955,2143199
5864563,5554611
459898,539450
2646666,2270059
5573557,837665
396857,2442949
6056052,4630268
6056052,2050538
102560,2287786
4445884,2050622
6179635,4871688
3376940,777477
3376940,2885793
3376940,1457414
5429471,2885793
5429471,1457414
5429471,777477
1623842,5478213
1623842,5458745
3511999,455258
3511999,2941358
4630268,4611959
4630268,2146304
4684305,5229476
4861203,2359147
905411,4752314
4037558,1158288
5922777,1564354
777477,2026073
5983724,204002
3873599,335726
6230305,1039466
3873080,3630341
6248610,1706919
1728406,375123
2407435,737919
1089981,1262731
1521020,2016615
3541521,2986530
6148679,816286
4611959,2050538
2209391,4101815
4085340,5531515
4085340,1045391
4636779,1901363
1194025,2038560
239464,4685761
4622291,1578787
1578787,3628742
5456778,2593391
5156591,2038560
2038560,798163
537649,83306
3392756,1045391
4617384,1039466
5471865,4067422
5471865,4300760
1158288,1743634
449124,6318383
346701,6191494
4421065,2256562
392965,2727705
6510338,6384799
414600,1822536
2050538,2146304
2788957,2790644
816286,839054
3363536,1665222
3739617,1039466
538285,5056056
83415,5693741
3628742,3331816
4203380,4871688
2069183,2475972
1751916,1267041
3157392,83306
2026073,1457414
2026073,2885793
3457540,3267920
3794139,2377318
842904,4261316
4592552,4342660
4719724,4752314
4300760,4455926
4549611,3096945
5478979,6146520
5547570,1418216
2184783,3161160
2925885,3323755
2126305,2736543
4067422,4455926
3043590,3649104
4475525,3503452
47183,3465952
6114385,6041246
3987815,4773677
1749171,4534966
1975742,4261316
3298235,4315869
482863,6558779
3682939,2761458
3410265,20639
1762067,6581024
294176,835738
158326,5933345
562207,2225220
5045947,5525058
2225220,6584323
1975742,6151022
1387820,74610
3566093,2184783
5517262,483785
3456829,1519948
3987138,3029022
3004312,2910992
5516380,4123834
4014032,1600588
4014032,1385058
16657,5039020
239355,1406529
4957488,5281636
3370108,672296
2252902,1600588
2252902,1385058
87703,3649104
4068497,1600588
4068497,1385058
6417103,3952654
5281636,658868
5281636,5459597
3952654,6219445
4014491,2714551
3060380,3457540
6508473,1564117
3424467,4867964
2099874,6601659
5450087,5715223
844737,5729714
3857196,1404417
3689745,682114
1554192,1071230
1555082,1262731
2481843,3460319
4098923,2747635
1526382,4248485
3682939,3811376
3795598,4670403
3889934,6154331
2761458,5214514
259235,3043590
527554,559808
5018205,541447
6498074,6228382
5455657,3043590
4531978,3043590
3647680,64462
4662186,3410265
4662186,2225220
3572747,5861909
3572747,4189094
321956,2143199
188374,2225220
188374,3410265
6558779,4149328
6558779,5811113
4315869,5621777
3854271,3601652
3854271,1075683
3854271,1444498
3854271,2462853
3854271,128970
1455646,2601186
242074,3096945
6418945,1772866
5045947,944700
4031975,5081652
6228382,6407376
3204115,5246160
253926,5302040
4771220,6151022
3060380,4315869
758352,20639
3267920,5525058
3767597,185717
6163541,4261316
5073581,4474298
2029375,703144
6549643,4227556
4862386,6565947
150862,770154
2168607,3632974
6565947,3034626
1975742,4771220
5078867,2149913
6151022,6163541
1638581,770154
488786,2184783
2357394,1526382
6151022,4534966
842904,4534966
3889557,5214514
4534966,370181
6594749,1627957
5444036,3758884
3902530,157766
2454231,2163964
5631937,3067540
4556286,6079468
3162949,1966638
763005,5018205
259235,87703
812953,3246043
465999,5554611
4858898,6400423
3196308,1697529
3648856,2544258
3648856,4160938
6373900,4841886
5704189,4800552
4269629,2924823
6200833,3907238
3635725,1676535
3298235,944700
2910992,4929644
982158,5842118
2385286,386623
2385286,825753
386623,825753
4403729,5072627
4403729,1721378
4403729,5378531
1003741,3353275
5703250,2930087
5703250,4505999
398901,1175303
4154424,4899065
3368254,4194888
3368254,4393272
2095734,4932374
1270583,2733972
801579,2174097
160441,6510338
5563457,5808036
4403301,3574025
4403301,2986206
4403301,5193416
4403301,692131
3574025,5193416
3574025,2986206
3574025,692131
6347405,5242423
6347405,1004642
6347405,700906
5534868,3168355
6404339,1455646
5864563,1262731
5097890,2471266
4441105,4843839
4441105,4953754
4441105,1831041
5411497,788777
5554611,1175303
1526954,4268827
1526954,4905079
1106891,4607580
1106891,2733162
1106891,503696
4607580,503696
4607580,2733162
4678637,4147912
4678637,2437597
4678637,3107020
3951828,888519
1229071,5598104
1229071,874762
2631367,388588
4060639,2031571
5183709,3006921
6589159,6297047
3968630,511883
3968630,135129
1904961,2720426
1904961,2686296
4609386,5036126
3758884,133780
4002655,1859427
714433,3712897
3325795,1714527
4313188,844737
6105099,864043
2471266,3204115
4953754,4843839
4953754,1831041
1521025,525634
4803614,427114
3931811,2744656
3315832,4863024
4684305,1163367
2733162,503696
484546,4013417
484546,1314274
4013417,1314274
2176497,797710
87703,5455657
6379607,855077
4123635,4060379
4717813,911149
3699697,4101913
4771220,233298
5947692,1261721
5947692,3157527
3933370,922042
833970,3457488
5895093,653957
2029375,6077310
1137552,2099874
6528958,6476158
2437597,4147912
2437597,3107020
2769067,305824
2823592,5125178
1202801,4917088
1432643,2925885
4843839,1831041
879907,1217044
4342320,4391384
6230305,1611796
3873080,1359114
3873080,248227
2736030,4106362
3647680,2195155
1579697,2127979
158573,1546435
158573,5036879
1546435,5036879
911149,2983563
911149,5011434
2257661,2405307
1164324,242074
1630290,3875729
282743,5055489
4964281,574784
1089981,1175303
511883,135129
1050149,3361290
5193416,2986206
5193416,692131
1021136,5386323
6151022,347920
6151022,476206
5072627,1721378
5072627,5378531
2138129,5194993
4987146,6580361
4399681,3137631
2164929,4596246
3362954,5360449
919992,703144
5869234,3497154
5659472,1108845
932261,5822089
5105825,5822089
4636779,6237476
4160938,2544258
925468,6491103
925468,2173196
1114658,5822089
3264225,2203646
2686296,2720426
5853137,1784400
2094987,636224
4598143,1554192
2430892,5461953
5779125,4867964
5312180,1197954
4617384,1611796
819104,3100545
819104,6467636
3263826,5822089
6065889,2986530
6065889,4754200
5277611,2050622
5277611,1751916
3543851,5435038
4421065,4081098
1827274,2828350
2986206,692131
6624825,6164452
6624825,4565473
2138055,6020921
5934512,5435038
392965,2072494
958763,3563018
3859912,96430
4322820,1898223
6265989,4262806
5054272,3457323
3857196,1227517
1817956,5869641
3916805,3980656
3916805,2110262
3916805,3203285
3916805,3335712
3980656,3203285
3980656,3335712
3980656,2110262
1611796,3739617
1611796,310688
211461,4081098
206570,2295024
2754303,6085172
5194993,664140
1465049,3185731
242074,3791477
2640938,3932091
939846,1555082
6243232,3925577
6243232,1571887
6243232,4943322
5229476,5246160
4084318,5125785
4096949,1757776
5621777,5525058
3457540,5525058
2149813,3935379
1163367,6412251
2539037,3828025
2358750,4247136
5734327,1798287
1710151,5822089
2779565,4852622
2664156,5776410
1706919,672296
6164452,4565473
2518767,5080306
6472058,6163541
3017125,3824844
6491103,2173196
3517353,1792167
991929,6361062
4393272,4194888
5378531,1721378
4291076,5822089
1401060,6085172
4505999,2930087
3107020,4147912
1261721,3157527
2819436,253549
6054894,4422051
4559027,4633474
1383399,3691328
4974199,2047344
1571887,4943322
1571887,3925577
5056056,1519948
2009343,2432675
3951413,2736543
5933345,1551526
5462124,3681100
4120901,4101095
2225220,918728
4905079,4268827
2917012,3168355
2866222,1594133
5715223,3987815
1603746,5641216
3925577,4943322
5951663,1664246
5389732,524584
757599,5517179
2110262,3203285
2110262,3335712
3203285,3335712
4029625,2658634
6001825,1576387
4399023,369652
6151022,518189
6271404,6163541
6472058,4534966
728419,5569339
3042380,5471363
1089493,638198
1089493,1741877
518189,4534966
6271404,4534966
6271404,5854541
3409787,5403867
2659018,5070140
1601622,6431441
4771220,1749171
4579662,2656612
3767597,4750195
5415413,3993263
2029375,1330434
222660,682114
3722572,1576387
6585119,5214514
763005,541447
54127,2176497
3298235,5519114
4286334,5552190
482863,4149328
3779166,1755345
4662186,562207
3060380,944700
6531341,3100545
188374,6584323
3885811,6319665
6091396,3554217
6271404,6472058
1979314,6472058
1852520,5214514
4960286,1020266
3150711,5854541
5248820,2184783
801579,6235701
5097890,321112
5554611,6626435
1056526,6613748
4506013,4549611
3758884,4598143
4883939,4410988
2471266,321112
2330866,3315832
2330866,4863024
3919896,4750195
4065374,638198
3572747,1231036
5269735,4120901
1911278,83415
3392770,4325451
4475470,4773539
541447,3649104
64462,4953554
64462,2195155
1979314,233298
3811376,6585119
518189,1493432
6163541,370181
4528680,2548311
5547392,6335463
638198,1741877
3541063,6419749
6293865,404429
4534966,4261316
1607488,5854541
2656612,4261316
518189,2180977
1975742,4534966
4049134,4248485
379291,112813
564302,749044
4054920,1353592
2785774,2138129
2785774,5194993
2785774,664140
3231362,515610
1229311,4203030
6513146,4552780
2934936,2168607
4710871,1843531
3103825,1741877
5242423,658868
5242423,5459597
5242423,4957488
1353592,72326
884509,6344739
884509,3952654
2761881,4838924
111221,628070
4957488,700906
4957488,1004642
3001239,482404
1105191,4867964
1105191,2737343
2260416,5978541
3427110,2239955
5312579,2737343
4417738,4203030
6057992,4203030
1906402,3817683
6231458,4455882
2732475,4955764
3570812,4015225
2000809,419972
496175,3887955
1004642,658868
1004642,5459597
4487133,765840
3849688,260123
2094987,1020266
4477526,4393272
4477526,4194888
2411250,4363119
521045,918281
1406529,5788922
6446206,2189524
3361193,5987462
2563220,3314372
2563220,3257978
2691432,5251645
844737,2751689
1224208,3207680
6020327,918281
1554192,6279059
5829343,5251645
3782717,5446559
4203030,370345
5729714,6495386
1193548,5713472
4042236,5974601
5119647,6233102
628070,5987462
2202964,1339246
1576387,2286730
2656612,842904
842904,5854541
1749171,518189
6151022,4236888
6472058,4261316
6163541,4534966
5761154,5639773
5076066,4248485
3889557,3811376
4771220,3150711
259235,541447
4286334,979804
5864563,1175303
2241072,5387495
1840435,2189524
5880701,5725078
4531978,541447
321112,5229476
4981555,4790272
6202689,391976
4189094,1444498
4189094,128970
158326,2253818
4315869,944700
4279470,5438724
430691,253549
1455646,6083351
2360483,1175303
5157646,4031975
5157646,5246160
541447,4925387
1175303,1262731
6271404,1607488
3919896,3415799
5854541,4534966
1834721,4961081
164960,4840645
4620016,5639773
2257661,301073
2000809,5547392
4981555,770154
1902824,4098923
233298,6163541
5189298,4236888
2163964,5076066
1493432,6163541
1591803,806770
770154,3279504
6271404,6151022
1979314,6151022
597652,6599996
3415799,5509715
3566093,3161160
3161160,1020266
2357394,4248485
4138638,4261316
1493432,5854541
2180977,6163541
763005,5455657
465999,2360483
465999,5864563
465999,1262731
3467256,3955743
499077,6608516
499077,4035787
499077,6614961
499077,2388833
6608516,2465304
3544851,538285
5533638,5352982
5533638,2613756
3004312,2732475
3877760,2525424
6082455,1561158
6082455,4771496
6082455,5411424
1932076,1526622
2910992,1115884
415713,725453
3914698,1521020
1396376,4037558
1396376,1743634
2649368,2429828
3747313,1902663
5086719,221531
5790271,1311974
4060355,6423993
5770564,4142136
1979314,4534966
459898,5521398
459898,2218793
1845684,5696338
3619436,2336415
4862386,6153159
2618800,4117780
2679474,4034703
797902,4626239
2613756,5464598
482863,4189094
482863,5861909
6281457,5365213
1031656,2485396
3554522,57646
3120053,391976
3204382,2980280
1563598,1457414
1563598,2885793
5018205,194442
1594929,2958661
1968501,1413412
4432380,2468548
2186431,5867905
3041857,3046171
185209,5345836
2310438,2611690
2310438,4173347
569201,3238552
569201,2148526
4123635,5479755
4717813,5011434
4177962,733597
4861203,1002806
4861203,2835593
4861203,145951
5312579,3424467
5761154,1638581
5761154,770154
2038607,1585554
6442635,524887
3822118,226857
3822118,3276236
2306086,3604811
4417738,6057992
5235626,10411
2029375,4103021
4419290,118502
2773958,895258
6122669,3141893
3674054,2537938
3674054,3990885
2982088,2915242
6130855,4711401
1038816,5599497
1038816,6323996
5965133,2403209
1076121,3137631
3207823,5345836
4552780,4085834
4486808,3204957
3647680,3952654
4065374,5543121
4662186,918728
1260203,4421475
911149,3857196
5584251,2972989
4087225,4874607
4087225,1087436
2257661,6001825
4425765,3280168
2887969,514348
5587464,5517465
5709355,937526
5709355,4667737
937526,2561975
937526,1640836
937526,44878
3572747,128970
1521020,1377330
5696338,1639009
5696338,5536594
4676242,5942750
4066777,2126305
4667737,44878
4667737,1640836
4667737,2561975
455258,2651165
2651165,2941358
2611690,4410078
3525080,1843531
1178392,740789
5352982,5464598
5288352,3816339
5288352,5694739
5288352,516026
3816339,3109669
5058152,5971426
5058152,2285063
3279454,1433147
2148526,4148534
4410078,4173347
1220649,2790644
294176,3913727
5186561,3907926
5471865,6527557
4685761,686773
1480052,63371
772783,2842727
772783,4888639
6391596,6398370
5717726,6398370
4653791,3220912
2598447,5345836
5694739,3109669
4106964,3628742
392965,262282
2689741,3632410
2689741,3482131
5517465,5068205
5517465,6319218
2685749,4455882
3523456,2823914
3594598,836903
2180977,4534966
4020646,6398370
3391573,2192493
3391573,3681115
4148534,3238552
6284939,4849918
4475470,2485396
2257496,568074
2257496,1686505
4260155,6318383
5679981,5515595
1455646,2608791
1455646,97791
4869307,5345836
2877456,4007793
63371,1326111
4859155,6156156
3101093,4363119
5581432,5394328
3027451,6209074
10411,4168271
6083351,2601186
6418548,1361941
6025128,4572799
6025128,1638032
6025128,1984275
1960996,2617291
1773922,6170778
6472058,5854541
174959,2089715
5844670,6219445
4250636,568074
4250636,1686505
212015,2591669
5638117,3933579
1342830,1273857
1342830,204709
5525058,944700
6191494,3574747
4035787,2465304
484235,774401
6142028,2143268
6614961,2465304
3149925,3699846
1404417,2512556
3718859,6318383
2465304,2388833
6318383,3648744
6318383,4701813
4455926,6527557
3632410,143422
4101095,1068406
895258,4927856
743619,5177474
1683945,71983
1639670,6559957
1326111,1262953
516026,3109669
1493432,6531948
1979314,5189298
4750195,636224
6271404,233298
3689093,4085368
2469248,1834721
527554,1840435
4648474,3204957
4250904,4398579
3529282,1136995
3889557,2761458
6549643,4232009
4620016,770154
4620016,2088558
2257661,3722572
1741877,5543121
4799136,3919896
1749171,5854541
518189,3150711
3150711,6472058
1807836,6576538
3298235,3267920
3120053,3204957
3164557,562207
433730,427666
4146025,484251
3060380,5045947
717838,838252
3392770,6419749
4096646,5675073
5786383,5433049
5525058,5519114
2405307,6001825
2405307,1576387
347920,370181
3919896,636224
2357394,5076066
1979314,3150711
1493432,4138638
1607488,4534966
3682939,5214514
1749171,6531948
233298,4138638
3004312,1115884
975953,5693741
2883963,1418216
3037670,2620365
4130720,3685418
3431515,3475990
961144,6498074
4459318,1772866
4506013,1428787
2223358,804120
133780,4598143
3682939,1481040
3315832,2143199
3315832,2620327
6289118,2880534
2409811,3520952
87703,3043590
2583262,4107575
4036013,1089981
4531978,3649104
3293866,188374
1428787,242074
3990110,4101095
2088558,770154
3410265,1373307
4189094,3854271
6558779,1231036
4265843,2539037
3002842,1418216
5157646,3204115
5157646,5081652
128755,4120901
6626435,1262731
2485396,6228382
2745509,3828025
1689467,4534966
1481040,2761458
2163964,1526382
4750195,3161160
564917,4368132
518189,4261316
2072588,5509715
4385658,770154
2155174,1020266
2180977,4138638
3298235,3457540
1979314,4771220
5601408,2029375
655327,1490688
1834721,3913308
4620016,1840678
3215979,1387820
6151022,5854541
663394,5471363
3062864,178803
4428760,4004058
2156572,842904
3909031,5173706
663394,4248485
6382007,4024944
1975742,4138638
3533101,4797820
6271404,4261316
1979314,4261316
842904,476206
1273633,3042380
3811376,2761458
4138638,370181
3415799,4750195
4236888,6163541
6163541,5854541
1979314,842904
4771220,4261316
3811376,1481040
595004,1267888
595004,2793561
1007761,6200833
4834890,3103522
6224353,1929680
6271404,4368132
5426705,2745509
5199570,3507612
4127133,1755345
435015,6105099
1826047,5506364
1826047,1950044
4235016,538285
3916284,3206844
5947759,924129
5947759,5905040
398901,5554611
3368254,1564354
5327955,2330866
5327955,5908816
5670333,2727705
1638609,3549102
6404339,6083351
5026455,1101831
5483880,5535952
3433854,2386645
3090380,3323755
2904542,1323833
527554,2189524
3322696,3638631
1507664,2403209
2171160,5933140
5573557,819104
2125003,4294240
2125003,1834982
1229071,83306
4060639,23673
6466579,5045947
4348218,88599
3795598,2377318
3597649,2138055
4544871,4445884
4544871,1267041
2976925,2611270
4614160,1903257
4614160,4592552
5506364,4973860
4474298,164960
1518382,959255
6498074,6407376
4630268,1419492
1273633,2168607
4684305,4031975
2310438,5673062
4457965,712155
3740033,1355043
5520932,6418548
6273341,6152480
6130855,1929680
6549643,6319665
5455657,4531978
2239955,427666
6230305,310688
6248610,4633474
321112,5157646
1728406,2610597
5783595,5137618
6625009,2617291
5584251,559808
4838924,2192493
4838924,3681115
2586301,1465049
2895657,6420163
3231684,709477
4978984,6168764
3541521,515610
4426057,1901363
5572460,4622157
3894809,2788957
6148679,839054
2138129,1263939
455258,2147649
2401286,2519244
2401286,6384799
4085340,1493521
3911775,2744656
2168607,2819436
321956,4863024
3410265,2225220
23673,2031571
1578787,3331816
5456778,4536206
6202689,3016561
4410078,5673062
1026034,3635011
3392756,1493521
5461788,4428760
5902625,4536206
2656612,4534966
4617384,310688
4189094,5811113
4654600,4455882
819104,5457244
1895746,3738584
703144,2069452
4069468,2138055
4069468,6020921
5256928,6105807
5256928,2665802
711651,5716796
1567957,4374953
874762,83306
4754200,3995914
4754200,2986530
5724013,5810654
6263642,10411
2050538,1419492
3461315,4881356
2578644,6495386
1205354,3503452
2823516,2203646
3817683,6548313
4911368,774066
1903257,4592552
3257978,4306259
3739617,310688
5194993,1263939
4794544,5346790
2165075,1231209
5531515,1045391
6610986,5808295
4538529,838252
1822536,6418945
5020230,1660331
1274284,2097690
2258910,2500334
2258910,1219485
4306259,3314372
1751916,2050622
